experiment_type,dataset,plot_type,horizon,seed,mode,layer_idx,depth_bin,grad_align_value
W1,ETTm1,grad_align_bar,336,13,last_layer,4,D,0.004532
W1,ETTm1,grad_align_bar,336,13,last_layer,5,D,0.006255
W1,ETTm1,grad_align_bar,336,13,last_layer,6,D,-0.001878
W1,ETTm1,grad_align_bar,336,17,per_layer,0,S,-0.012462
W1,ETTm1,grad_align_bar,336,17,per_layer,1,S,0.004816
W1,ETTm1,grad_align_bar,336,17,per_layer,2,M,-0.005588
W1,ETTm1,grad_align_bar,336,17,per_layer,3,M,0.001632
W1,ETTm1,grad_align_bar,336,17,per_layer,4,D,0.007184
W1,ETTm1,grad_align_bar,336,17,per_layer,5,D,-0.006024
W1,ETTm1,grad_align_bar,336,17,per_layer,6,D,0.007845
